student_id,course_id,grade
16,8,87
16,10,95
16,3,83
16,1,75
5,3,55
5,10,59
5,8,70
5,9,65
5,5,72
5,7,75
75,6,82
75,4,73
67,6,82
67,8,75
116,10,45
116,6,60
116,4,72
116,3,56
93,4,83
93,10,97
93,8,93
99,7,71
99,4,97
99,10,77
99,2,69
99,1,65
53,10,70
53,6,69
53,1,77
53,8,77
42,6,75
42,9,81
42,4,92
42,2,89
40,3,52
40,7,36
40,2,89
40,10,54
40,9,71
40,4,57
40,1,47
18,3,83
18,10,86
18,4,66
74,4,36
74,1,66
74,10,80
74,5,52
74,6,77
74,2,74
38,10,83
38,8,76
38,1,60
38,9,92
38,7,72
54,6,74
54,8,61
54,10,68
54,4,61
54,7,72
54,5,100
8,7,54
8,10,50
8,9,97
8,8,71
109,10,64
109,1,90
109,8,65
109,5,100
81,6,85
81,5,67
81,7,100
81,1,65
81,4,86
102,2,79
102,5,94
102,4,98
102,1,75
102,7,63
102,9,81
12,9,64
12,5,100
12,1,77
12,10,69
12,6,77
12,8,54
94,7,60
94,4,93
94,9,65
68,6,59
68,2,83
68,3,92
68,10,85
68,4,89
118,3,63
118,5,53
118,6,97
118,10,70
118,9,71
70,3,94
70,9,83
70,8,81
70,5,100
70,6,65
70,4,88
20,5,75
20,3,79
20,1,97
20,6,82
14,5,83
14,4,91
14,9,69
14,3,62
14,10,59
9,2,45
9,3,100
9,4,58
6,5,71
6,8,70
6,2,79
60,8,87
60,5,87
60,4,66
60,1,72
60,2,79
60,10,71
60,7,99
60,6,82
50,8,86
50,6,84
50,5,92
50,4,77
50,10,55
50,2,80
50,7,65
50,1,67
11,3,83
11,5,93
21,8,75
87,2,79
87,9,100
87,6,78
111,8,100
111,1,83
111,2,48
112,7,86
112,4,80
112,10,94
112,1,85
112,8,72
24,2,56
24,10,71
24,4,62
24,8,66
24,9,83
49,9,100
49,3,80
82,8,57
82,3,81
82,2,92
35,9,65
35,2,72
35,7,75
85,7,63
85,4,84
85,9,73
100,1,81
100,2,61
100,9,68
101,9,85
101,6,69
101,3,100
101,5,69
101,10,78
76,3,88
76,1,53
76,7,48
76,6,52
76,10,93
45,1,66
45,2,100
45,3,66
66,6,77
66,7,98
66,8,100
66,2,100
66,9,93
66,4,90
23,1,83
23,4,86
23,10,66
23,5,62
23,8,74
23,3,72
23,2,68
23,7,85
30,10,89
30,8,76
30,2,97
32,5,57
32,1,72
32,4,64
77,4,47
77,7,73
77,6,73
77,2,97
77,10,84
77,1,59
77,5,100
103,4,93
103,9,83
103,2,71
103,10,60
33,10,69
33,5,91
19,2,100
19,6,98
19,7,67
48,2,58
110,9,77
110,3,48
110,5,79
110,4,72
58,6,68
58,8,51
1,6,82
1,8,67
1,7,57
1,4,31
1,9,74
1,10,100
37,3,99
37,4,68
37,7,65
37,10,82
37,6,60
37,8,79
37,9,86
62,3,93
62,5,73
62,8,71
62,4,61
72,1,62
72,2,71
72,9,80
71,9,88
71,4,62
71,7,97
84,9,70
84,5,74
84,6,63
84,4,38
84,8,88
26,1,86
26,3,70
26,8,76
26,10,82
26,7,51
3,3,67
3,6,86
3,10,56
3,9,79
55,4,54
55,10,81
55,1,74
55,6,50
55,5,92
65,2,63
65,7,62
65,10,78
65,3,92
65,1,59
91,5,75
91,1,81
91,9,85
64,9,77
64,5,69
64,8,62
64,4,76
64,3,58
64,10,31
64,7,81
96,6,88
96,10,39
96,8,59
96,4,84
52,4,100
52,9,75
52,10,64
52,7,72
114,8,95
114,4,65
114,10,63
28,2,67
28,7,60
28,6,76
4,9,99
4,10,79
4,7,71
4,1,70
63,4,51
63,8,88
63,6,73
46,4,72
46,2,100
46,6,79
113,4,63
113,10,68
113,5,92
113,1,76
113,7,53
90,6,88
90,7,64
25,6,100
25,4,91
25,8,68
79,8,94
79,10,76
98,10,87
98,6,82
98,5,62
15,10,65
15,8,90
15,3,69
15,7,68
