student_id,course_id,action,date
76,8,video_watch,2026-02-07
38,7,view,2026-02-10
12,9,forum_post,2026-02-20
116,8,submission,2026-02-01
44,6,video_watch,2026-02-01
99,10,view,2026-02-05
9,8,login,2026-02-09
28,7,video_watch,2026-02-23
40,9,video_watch,2026-02-13
72,1,submission,2026-02-13
32,3,video_watch,2026-02-02
20,7,video_watch,2026-02-06
38,1,submission,2026-02-07
62,10,view,2026-02-25
16,10,login,2026-02-22
22,9,view,2026-02-16
9,9,view,2026-02-14
109,4,video_watch,2026-02-26
81,8,login,2026-02-15
61,9,submission,2026-02-27
49,10,quiz_attempt,2026-02-06
105,10,quiz_attempt,2026-02-06
114,4,forum_post,2026-02-23
33,9,forum_post,2026-02-22
43,2,forum_post,2026-02-25
43,6,quiz_attempt,2026-02-22
108,2,quiz_attempt,2026-02-12
22,10,submission,2026-02-15
114,7,download,2026-02-06
20,10,quiz_attempt,2026-02-27
101,8,view,2026-02-01
42,5,download,2026-02-17
118,5,view,2026-02-18
16,5,forum_post,2026-02-26
25,1,forum_post,2026-02-05
40,8,forum_post,2026-02-18
52,7,submission,2026-02-17
61,7,forum_post,2026-02-13
18,4,forum_post,2026-02-04
111,9,download,2026-02-28
67,2,submission,2026-02-21
46,10,forum_post,2026-02-22
48,9,login,2026-02-11
61,4,submission,2026-02-25
11,2,submission,2026-02-02
102,7,forum_post,2026-02-10
11,8,login,2026-02-07
114,9,forum_post,2026-02-18
56,9,forum_post,2026-02-28
20,8,view,2026-02-13
102,9,view,2026-02-20
8,9,view,2026-02-21
74,5,video_watch,2026-02-17
109,1,forum_post,2026-02-28
108,8,view,2026-02-17
116,10,quiz_attempt,2026-02-19
75,8,forum_post,2026-02-09
57,2,submission,2026-02-18
61,7,download,2026-02-22
52,10,submission,2026-02-28
52,3,video_watch,2026-02-16
105,7,view,2026-02-01
28,1,download,2026-02-05
108,4,download,2026-02-04
78,1,forum_post,2026-02-25
1,7,view,2026-02-22
66,5,quiz_attempt,2026-02-07
109,10,submission,2026-02-21
75,5,quiz_attempt,2026-02-17
53,1,login,2026-02-06
68,5,video_watch,2026-02-22
48,5,view,2026-02-22
42,4,submission,2026-02-20
108,10,login,2026-02-05
7,8,quiz_attempt,2026-02-08
68,3,download,2026-02-09
22,8,submission,2026-02-27
98,4,download,2026-02-13
71,1,view,2026-02-25
74,4,submission,2026-02-11
64,5,login,2026-02-12
110,4,forum_post,2026-02-25
87,5,download,2026-02-25
90,9,video_watch,2026-02-15
42,5,forum_post,2026-02-01
25,7,video_watch,2026-02-23
18,9,download,2026-02-05
9,6,video_watch,2026-02-23
22,8,submission,2026-02-08
113,6,quiz_attempt,2026-02-23
105,7,view,2026-02-07
19,4,submission,2026-02-02
6,7,video_watch,2026-02-15
60,7,quiz_attempt,2026-02-19
40,3,quiz_attempt,2026-02-19
49,10,video_watch,2026-02-16
1,3,forum_post,2026-02-02
46,3,download,2026-02-17
76,3,view,2026-02-14
22,10,view,2026-02-01
76,7,submission,2026-02-03
78,10,download,2026-02-14
1,4,quiz_attempt,2026-02-13
33,10,forum_post,2026-02-27
102,10,forum_post,2026-02-20
85,4,view,2026-02-11
85,8,video_watch,2026-02-13
28,9,submission,2026-02-23
29,8,download,2026-02-06
42,7,login,2026-02-10
9,4,quiz_attempt,2026-02-17
1,1,download,2026-02-28
46,10,video_watch,2026-02-08
23,6,view,2026-02-20
60,4,video_watch,2026-02-20
90,3,view,2026-02-13
68,1,login,2026-02-03
74,5,login,2026-02-21
84,7,view,2026-02-27
20,5,forum_post,2026-02-21
81,1,video_watch,2026-02-10
22,2,view,2026-02-10
9,1,view,2026-02-17
38,8,quiz_attempt,2026-02-05
30,8,view,2026-02-02
33,10,download,2026-02-14
109,7,quiz_attempt,2026-02-06
64,5,login,2026-02-11
102,1,download,2026-02-06
81,6,video_watch,2026-02-08
114,10,submission,2026-02-14
87,10,video_watch,2026-02-04
66,9,download,2026-02-13
19,10,video_watch,2026-02-25
30,1,forum_post,2026-02-28
42,7,download,2026-02-05
61,2,submission,2026-02-22
63,4,forum_post,2026-02-01
71,10,submission,2026-02-14
23,9,submission,2026-02-19
77,8,view,2026-02-25
74,1,quiz_attempt,2026-02-08
49,8,quiz_attempt,2026-02-04
118,6,view,2026-02-03
3,8,forum_post,2026-02-20
44,7,login,2026-02-01
67,8,submission,2026-02-16
35,3,login,2026-02-16
94,1,view,2026-02-14
57,10,video_watch,2026-02-22
1,1,view,2026-02-23
77,10,forum_post,2026-02-27
62,10,forum_post,2026-02-03
33,4,download,2026-02-16
3,4,submission,2026-02-02
3,5,forum_post,2026-02-06
74,5,quiz_attempt,2026-02-28
71,5,download,2026-02-20
61,5,submission,2026-02-14
114,8,forum_post,2026-02-18
8,3,video_watch,2026-02-08
44,2,login,2026-02-23
4,7,quiz_attempt,2026-02-03
40,8,forum_post,2026-02-02
28,6,login,2026-02-16
43,3,video_watch,2026-02-18
33,6,login,2026-02-09
110,7,view,2026-02-09
56,10,video_watch,2026-02-03
28,6,download,2026-02-01
94,6,download,2026-02-24
90,2,quiz_attempt,2026-02-27
71,5,quiz_attempt,2026-02-23
88,6,view,2026-02-20
52,7,login,2026-02-21
53,8,login,2026-02-02
58,1,download,2026-02-08
68,5,quiz_attempt,2026-02-10
9,9,quiz_attempt,2026-02-01
25,10,video_watch,2026-02-23
30,3,view,2026-02-03
30,1,forum_post,2026-02-07
33,7,submission,2026-02-25
118,1,view,2026-02-17
42,9,download,2026-02-13
55,1,forum_post,2026-02-15
101,9,login,2026-02-05
111,2,submission,2026-02-10
95,10,view,2026-02-28
32,4,quiz_attempt,2026-02-24
8,3,view,2026-02-02
3,10,submission,2026-02-10
66,1,download,2026-02-17
67,7,submission,2026-02-02
116,10,download,2026-02-16
11,10,view,2026-02-02
9,10,forum_post,2026-02-20
57,9,video_watch,2026-02-24
58,4,login,2026-02-03
35,3,video_watch,2026-02-13
6,2,login,2026-02-11
101,5,download,2026-02-11
28,1,quiz_attempt,2026-02-06
105,4,view,2026-02-22
9,2,download,2026-02-21
105,1,quiz_attempt,2026-02-15
118,3,login,2026-02-11
7,10,submission,2026-02-22
61,8,submission,2026-02-09
63,5,quiz_attempt,2026-02-16
