student_id,course_id,action,date
70,2,download,2025-09-10
18,2,video_watch,2025-09-21
47,8,view,2025-09-22
88,5,video_watch,2025-09-04
45,10,submission,2025-09-05
28,6,quiz_attempt,2025-09-02
36,5,login,2025-09-21
103,7,download,2025-09-06
114,5,view,2025-09-17
14,2,forum_post,2025-09-20
47,6,view,2025-09-28
11,7,submission,2025-09-02
14,5,video_watch,2025-09-24
26,5,forum_post,2025-09-17
22,7,forum_post,2025-09-27
113,6,login,2025-09-01
61,8,view,2025-09-19
11,4,download,2025-09-14
35,2,video_watch,2025-09-27
114,9,download,2025-09-27
56,7,download,2025-09-17
36,1,download,2025-09-04
63,2,download,2025-09-04
1,4,quiz_attempt,2025-09-19
60,7,video_watch,2025-09-13
53,6,forum_post,2025-09-26
88,8,download,2025-09-28
87,1,submission,2025-09-27
62,1,view,2025-09-19
8,1,forum_post,2025-09-11
61,5,submission,2025-09-26
58,8,video_watch,2025-09-29
113,6,video_watch,2025-09-22
81,6,view,2025-09-09
105,1,quiz_attempt,2025-09-15
21,3,view,2025-09-18
108,6,forum_post,2025-09-13
81,3,video_watch,2025-09-16
110,6,quiz_attempt,2025-09-20
42,4,quiz_attempt,2025-09-27
64,2,forum_post,2025-09-03
50,6,download,2025-09-16
8,7,view,2025-09-09
114,6,quiz_attempt,2025-09-26
88,6,video_watch,2025-09-06
71,6,login,2025-09-04
72,10,quiz_attempt,2025-09-30
12,9,quiz_attempt,2025-09-25
55,9,view,2025-09-13
28,4,login,2025-09-03
47,7,video_watch,2025-09-09
43,6,download,2025-09-12
100,3,submission,2025-09-04
23,10,download,2025-09-03
44,4,submission,2025-09-27
53,4,download,2025-09-05
26,1,submission,2025-09-08
76,4,view,2025-09-15
20,3,login,2025-09-10
89,1,video_watch,2025-09-20
85,8,submission,2025-09-18
108,10,view,2025-09-14
8,9,download,2025-09-13
52,7,forum_post,2025-09-09
33,5,submission,2025-09-12
33,4,quiz_attempt,2025-09-18
106,2,forum_post,2025-09-05
44,4,video_watch,2025-09-18
82,3,login,2025-09-30
12,8,download,2025-09-11
14,10,view,2025-09-24
81,9,video_watch,2025-09-08
103,5,download,2025-09-27
84,8,download,2025-09-15
11,10,submission,2025-09-03
71,1,download,2025-09-15
55,1,quiz_attempt,2025-09-16
43,2,forum_post,2025-09-12
19,5,download,2025-09-09
58,10,submission,2025-09-14
