student_id,course_id,grade
95,6,65
95,3,87
95,10,89
70,9,82
70,2,85
70,3,82
70,6,65
78,8,81
78,4,87
58,5,86
58,9,92
58,1,85
58,10,80
74,1,91
74,7,74
74,8,61
53,4,72
53,1,63
53,6,64
84,7,72
84,6,63
84,10,70
84,4,46
84,5,78
84,1,75
84,3,62
57,7,84
57,10,89
57,1,50
57,6,63
57,9,63
57,3,60
19,1,87
19,9,72
19,8,71
19,7,44
28,7,84
28,3,56
28,4,75
110,7,79
110,10,95
110,2,55
110,4,29
61,9,77
61,2,100
61,4,93
61,10,78
61,5,67
61,8,87
14,2,60
14,7,82
14,9,82
14,4,90
24,9,100
24,2,80
24,7,67
24,3,74
24,5,48
1,9,64
1,4,68
1,8,67
54,2,77
54,1,62
54,4,91
54,5,75
54,8,74
93,9,70
93,6,77
93,7,87
93,10,61
43,7,65
43,10,70
43,3,54
43,6,62
43,5,67
32,1,88
32,5,78
32,7,77
32,8,87
32,6,72
32,10,80
32,3,73
79,3,78
79,6,66
79,7,38
71,4,72
71,5,96
71,6,88
71,1,89
67,5,93
67,9,76
67,10,77
67,1,65
8,5,70
8,10,84
8,3,93
8,9,72
72,3,68
72,5,75
72,7,84
72,10,53
46,1,40
46,8,66
46,9,56
46,7,67
46,4,72
7,8,68
7,10,96
7,2,79
7,4,79
7,6,84
20,6,57
20,9,90
20,7,73
20,5,85
20,1,58
20,3,51
76,2,87
76,5,80
76,7,61
91,4,61
91,10,91
91,5,57
91,6,99
91,2,61
91,8,84
109,3,70
109,5,84
109,10,66
109,8,72
109,9,75
89,2,59
89,8,86
89,4,67
89,1,71
89,6,60
113,4,36
113,8,72
113,1,100
113,3,86
113,10,74
113,5,71
21,9,75
21,4,83
21,6,57
35,1,91
35,6,85
35,8,85
35,2,81
35,9,75
26,3,85
26,4,83
26,2,69
26,7,66
26,8,76
26,6,98
26,10,56
98,6,52
98,3,77
98,4,75
98,7,77
23,9,78
23,7,71
23,6,97
102,5,50
102,6,62
102,9,73
102,7,50
64,10,72
64,4,99
64,3,75
64,2,78
3,6,56
3,1,65
3,10,69
3,4,70
3,7,94
44,2,83
44,4,58
22,7,78
22,8,82
22,4,92
22,3,98
22,6,59
22,9,62
22,1,56
15,7,71
15,3,81
15,9,89
15,5,73
15,8,70
81,5,77
81,9,62
81,1,100
81,7,50
81,3,77
106,6,100
106,10,75
106,4,72
106,9,69
106,7,72
106,3,95
33,1,41
33,3,98
33,8,53
90,10,71
90,9,68
36,4,83
25,8,51
25,10,81
25,3,100
25,6,54
25,9,77
100,1,65
100,7,81
100,5,75
100,10,65
100,8,82
100,4,100
50,4,72
50,7,85
50,5,55
4,4,60
4,5,82
48,6,97
48,2,80
48,7,70
48,5,74
9,2,56
9,7,84
9,1,88
9,4,68
9,6,67
62,3,78
62,9,68
88,10,74
88,6,100
88,9,71
88,4,69
88,2,65
88,1,86
105,6,72
105,2,65
105,4,94
105,10,96
94,1,65
94,5,47
94,6,90
94,10,64
94,2,86
94,8,45
103,4,88
103,9,56
103,2,85
68,3,75
68,1,60
68,8,68
85,10,85
85,1,76
114,9,83
114,7,100
11,2,51
11,9,99
12,8,76
12,3,61
12,1,55
12,9,72
12,4,88
12,6,73
12,7,97
96,4,53
96,3,74
96,10,56
96,5,80
96,2,88
96,6,68
96,7,35
87,5,77
87,6,81
87,8,81
87,9,93
87,7,58
87,1,85
18,3,92
18,10,48
18,6,79
42,8,67
42,10,73
42,6,80
42,2,67
42,9,64
42,5,75
45,3,58
45,5,58
108,6,85
108,7,57
108,9,84
108,1,81
55,6,49
55,8,64
55,1,92
56,1,60
56,6,68
56,7,81
56,2,86
56,5,71
52,3,66
52,10,96
82,5,100
82,1,89
82,7,76
82,3,62
63,3,62
63,5,82
63,1,81
63,8,96
63,10,84
47,1,52
60,7,90
60,3,60
60,10,69
60,4,78
49,3,100
49,7,100
49,2,84
49,6,72
49,9,83
