student_id,course_id,action,date
101,4,quiz_attempt,2025-11-17
65,2,view,2025-11-28
42,2,download,2025-11-23
110,6,quiz_attempt,2025-11-01
1,9,quiz_attempt,2025-11-13
91,1,download,2025-11-11
1,5,video_watch,2025-11-09
101,1,view,2025-11-10
20,9,video_watch,2025-11-19
45,2,submission,2025-11-20
46,3,login,2025-11-07
35,6,download,2025-11-08
18,1,login,2025-11-27
61,4,submission,2025-11-10
24,6,quiz_attempt,2025-11-15
114,6,video_watch,2025-11-11
109,2,view,2025-11-24
52,6,download,2025-11-29
26,7,submission,2025-11-24
63,4,video_watch,2025-11-14
32,6,login,2025-11-01
18,3,forum_post,2025-11-28
114,5,video_watch,2025-11-26
24,1,video_watch,2025-11-12
52,8,submission,2025-11-20
20,10,download,2025-11-16
57,10,forum_post,2025-11-27
38,8,login,2025-11-09
61,3,view,2025-11-28
98,9,download,2025-11-28
62,7,view,2025-11-29
64,6,download,2025-11-26
22,7,login,2025-11-11
42,7,video_watch,2025-11-25
32,9,submission,2025-11-09
66,3,view,2025-11-16
28,9,quiz_attempt,2025-11-24
99,9,forum_post,2025-11-11
22,6,video_watch,2025-11-28
106,10,quiz_attempt,2025-11-06
42,3,quiz_attempt,2025-11-20
20,2,video_watch,2025-11-23
22,6,login,2025-11-05
43,1,login,2025-11-05
85,6,forum_post,2025-11-08
7,2,view,2025-11-05
89,6,video_watch,2025-11-11
81,4,login,2025-11-11
28,8,login,2025-11-17
49,7,download,2025-11-24
58,2,quiz_attempt,2025-11-10
76,9,download,2025-11-20
118,7,download,2025-11-20
1,3,submission,2025-11-28
101,7,submission,2025-11-29
9,5,forum_post,2025-11-14
44,1,view,2025-11-12
98,3,quiz_attempt,2025-11-10
49,2,download,2025-11-07
52,9,video_watch,2025-11-27
114,3,view,2025-11-27
81,3,view,2025-11-20
103,1,forum_post,2025-11-10
24,1,submission,2025-11-24
40,2,download,2025-11-08
5,5,submission,2025-11-06
49,9,submission,2025-11-12
55,9,view,2025-11-25
105,7,download,2025-11-23
24,8,view,2025-11-26
58,6,submission,2025-11-15
91,5,forum_post,2025-11-12
18,8,view,2025-11-13
44,10,login,2025-11-11
103,10,login,2025-11-17
21,7,forum_post,2025-11-18
108,2,submission,2025-11-02
58,8,login,2025-11-21
105,3,login,2025-11-15
26,4,submission,2025-11-26
26,10,forum_post,2025-11-19
58,1,quiz_attempt,2025-11-06
52,3,download,2025-11-19
26,7,view,2025-11-04
22,6,forum_post,2025-11-28
45,5,view,2025-11-18
103,4,view,2025-11-11
61,4,video_watch,2025-11-19
49,6,download,2025-11-10
18,7,login,2025-11-16
87,8,view,2025-11-06
110,5,view,2025-11-01
68,5,video_watch,2025-11-09
47,10,forum_post,2025-11-24
89,3,submission,2025-11-20
9,1,view,2025-11-19
52,8,login,2025-11-06
57,6,view,2025-11-22
87,9,submission,2025-11-24
89,4,submission,2025-11-23
91,3,download,2025-11-18
35,4,view,2025-11-05
55,2,view,2025-11-26
61,7,forum_post,2025-11-26
15,9,view,2025-11-06
100,1,quiz_attempt,2025-11-25
1,10,video_watch,2025-11-22
87,9,download,2025-11-17
9,6,forum_post,2025-11-07
65,9,quiz_attempt,2025-11-06
108,9,submission,2025-11-30
57,1,view,2025-11-01
99,5,view,2025-11-30
118,2,video_watch,2025-11-19
91,2,submission,2025-11-03
62,3,view,2025-11-28
24,1,video_watch,2025-11-05
37,10,forum_post,2025-11-12
55,2,quiz_attempt,2025-11-07
46,5,forum_post,2025-11-28
98,4,login,2025-11-20
109,1,download,2025-11-14
105,2,view,2025-11-22
47,2,download,2025-11-04
103,7,login,2025-11-21
44,3,login,2025-11-07
79,2,video_watch,2025-11-22
21,7,submission,2025-11-25
64,1,login,2025-11-20
24,2,login,2025-11-13
11,2,view,2025-11-30
58,1,login,2025-11-20
100,8,view,2025-11-24
28,9,video_watch,2025-11-15
74,4,download,2025-11-24
26,1,quiz_attempt,2025-11-19
8,7,submission,2025-11-11
49,9,login,2025-11-22
52,8,forum_post,2025-11-29
66,9,login,2025-11-05
76,3,login,2025-11-03
76,1,video_watch,2025-11-18
110,9,view,2025-11-30
28,1,download,2025-11-22
91,3,view,2025-11-20
76,7,view,2025-11-01
8,6,quiz_attempt,2025-11-24
50,2,video_watch,2025-11-24
43,4,forum_post,2025-11-22
62,3,video_watch,2025-11-23
47,1,video_watch,2025-11-04
7,8,login,2025-11-05
99,4,submission,2025-11-30
3,9,quiz_attempt,2025-11-18
61,7,quiz_attempt,2025-11-25
38,4,video_watch,2025-11-01
33,2,forum_post,2025-11-25
44,1,view,2025-11-16
15,7,login,2025-11-12
79,8,view,2025-11-18
47,5,login,2025-11-06
57,8,forum_post,2025-11-24
82,7,submission,2025-11-28
60,7,view,2025-11-05
38,5,download,2025-11-21
114,6,quiz_attempt,2025-11-09
79,1,view,2025-11-23
76,1,view,2025-11-02
20,1,download,2025-11-12
11,8,download,2025-11-30
32,6,submission,2025-11-29
85,10,login,2025-11-12
9,10,forum_post,2025-11-25
62,6,quiz_attempt,2025-11-14
52,4,quiz_attempt,2025-11-16
114,3,video_watch,2025-11-26
88,8,submission,2025-11-01
89,1,download,2025-11-02
20,9,login,2025-11-02
49,1,video_watch,2025-11-30
6,9,view,2025-11-04
32,7,quiz_attempt,2025-11-25
24,8,view,2025-11-14
35,1,download,2025-11-01
35,2,video_watch,2025-11-24
61,8,login,2025-11-05
55,2,quiz_attempt,2025-11-23
57,8,login,2025-11-07
98,1,submission,2025-11-15
114,4,login,2025-11-15
7,6,login,2025-11-02
76,6,download,2025-11-09
1,5,view,2025-11-26
11,3,login,2025-11-23
109,1,login,2025-11-19
53,3,quiz_attempt,2025-11-18
3,8,submission,2025-11-23
22,10,quiz_attempt,2025-11-16
55,4,login,2025-11-18
43,6,view,2025-11-22
109,10,submission,2025-11-06
9,5,video_watch,2025-11-14
110,7,video_watch,2025-11-05
82,6,download,2025-11-03
108,3,forum_post,2025-11-28
105,1,login,2025-11-02
18,7,submission,2025-11-14
63,5,quiz_attempt,2025-11-21
55,2,video_watch,2025-11-04
15,8,download,2025-11-16
87,2,quiz_attempt,2025-11-02
60,5,download,2025-11-08
81,10,video_watch,2025-11-23
18,10,login,2025-11-11
74,2,quiz_attempt,2025-11-26
52,1,quiz_attempt,2025-11-20
42,1,video_watch,2025-11-19
66,10,video_watch,2025-11-16
110,10,download,2025-11-16
101,2,view,2025-11-15
9,2,video_watch,2025-11-14
50,10,download,2025-11-24
48,2,submission,2025-11-30
50,2,view,2025-11-07
1,5,login,2025-11-16
46,10,quiz_attempt,2025-11-08
7,3,video_watch,2025-11-11
53,3,view,2025-11-24
98,10,download,2025-11-10
89,10,submission,2025-11-26
40,2,forum_post,2025-11-27
33,3,submission,2025-11-28
64,1,view,2025-11-15
15,9,submission,2025-11-27
37,2,login,2025-11-14
