student_id,course_id,action,date
28,2,forum_post,2025-12-26
28,2,quiz_attempt,2025-12-30
112,2,download,2025-12-19
116,1,forum_post,2025-12-12
93,7,login,2025-12-25
62,9,submission,2025-12-07
118,6,download,2025-12-18
18,10,quiz_attempt,2025-12-19
108,8,view,2025-12-23
93,7,download,2025-12-17
61,1,video_watch,2025-12-25
19,4,submission,2025-12-18
70,2,download,2025-12-13
32,9,download,2025-12-16
90,9,quiz_attempt,2025-12-11
5,1,forum_post,2025-12-04
76,3,view,2025-12-24
65,3,login,2025-12-02
90,9,view,2025-12-20
71,9,view,2025-12-21
64,3,forum_post,2025-12-31
32,1,quiz_attempt,2025-12-03
57,5,submission,2025-12-09
70,3,forum_post,2025-12-28
112,2,login,2025-12-14
38,10,download,2025-12-23
106,1,forum_post,2025-12-05
42,3,login,2025-12-21
44,1,quiz_attempt,2025-12-30
32,4,video_watch,2025-12-05
77,8,submission,2025-12-12
77,2,view,2025-12-12
68,1,video_watch,2025-12-25
77,9,login,2025-12-14
95,1,submission,2025-12-09
91,4,login,2025-12-22
1,6,forum_post,2025-12-26
64,8,submission,2025-12-15
60,7,download,2025-12-04
22,3,video_watch,2025-12-03
84,3,download,2025-12-03
30,2,submission,2025-12-10
101,10,login,2025-12-28
14,10,forum_post,2025-12-31
112,4,login,2025-12-31
81,5,view,2025-12-27
57,2,download,2025-12-13
91,3,view,2025-12-19
18,4,login,2025-12-14
116,1,download,2025-12-02
38,7,download,2025-12-29
118,7,video_watch,2025-12-30
91,8,video_watch,2025-12-29
61,7,view,2025-12-23
91,3,login,2025-12-19
76,7,quiz_attempt,2025-12-12
1,5,download,2025-12-10
66,5,forum_post,2025-12-02
37,7,submission,2025-12-07
5,10,video_watch,2025-12-07
22,10,submission,2025-12-12
42,5,forum_post,2025-12-20
101,3,submission,2025-12-07
77,3,submission,2025-12-05
96,2,login,2025-12-10
21,5,view,2025-12-26
47,3,video_watch,2025-12-24
19,9,forum_post,2025-12-11
12,3,login,2025-12-22
76,9,forum_post,2025-12-29
61,9,forum_post,2025-12-16
93,10,submission,2025-12-05
43,5,video_watch,2025-12-23
18,10,download,2025-12-22
101,5,view,2025-12-07
19,4,view,2025-12-24
110,8,view,2025-12-29
38,1,quiz_attempt,2025-12-18
43,4,view,2025-12-09
106,1,video_watch,2025-12-23
43,2,login,2025-12-23
38,9,submission,2025-12-13
81,6,forum_post,2025-12-09
118,8,video_watch,2025-12-24
35,10,forum_post,2025-12-09
15,6,video_watch,2025-12-15
55,10,forum_post,2025-12-29
12,6,view,2025-12-12
43,7,quiz_attempt,2025-12-19
29,5,submission,2025-12-13
24,7,video_watch,2025-12-03
