student_id,course_id,action,date
43,7,view,2025-10-02
78,1,login,2025-10-11
102,5,submission,2025-10-08
35,4,download,2025-10-20
96,9,quiz_attempt,2025-10-27
66,3,login,2025-10-18
21,4,view,2025-10-26
57,4,download,2025-10-20
106,3,login,2025-10-19
96,8,login,2025-10-04
42,7,view,2025-10-08
87,10,view,2025-10-29
37,4,quiz_attempt,2025-10-04
46,4,forum_post,2025-10-10
72,10,video_watch,2025-10-20
57,8,view,2025-10-08
43,2,submission,2025-10-23
53,8,view,2025-10-24
57,10,video_watch,2025-10-13
106,9,video_watch,2025-10-09
64,8,submission,2025-10-26
75,6,quiz_attempt,2025-10-01
71,9,download,2025-10-13
53,10,view,2025-10-12
12,2,download,2025-10-27
105,3,video_watch,2025-10-13
64,4,quiz_attempt,2025-10-12
49,5,view,2025-10-23
91,4,submission,2025-10-20
61,1,forum_post,2025-10-30
42,2,submission,2025-10-23
106,7,download,2025-10-12
63,7,login,2025-10-16
72,8,submission,2025-10-03
72,5,quiz_attempt,2025-10-08
96,6,quiz_attempt,2025-10-16
110,3,view,2025-10-28
103,10,download,2025-10-26
47,1,submission,2025-10-12
29,4,login,2025-10-23
110,2,download,2025-10-23
29,5,login,2025-10-17
55,8,view,2025-10-10
12,7,quiz_attempt,2025-10-28
25,4,submission,2025-10-10
52,9,login,2025-10-08
32,10,login,2025-10-19
37,5,download,2025-10-16
36,3,view,2025-10-01
47,10,forum_post,2025-10-03
1,2,quiz_attempt,2025-10-27
37,9,login,2025-10-25
113,9,video_watch,2025-10-12
37,3,download,2025-10-30
25,4,video_watch,2025-10-01
101,3,video_watch,2025-10-09
82,1,download,2025-10-17
78,7,view,2025-10-06
29,8,view,2025-10-28
30,4,video_watch,2025-10-20
40,10,video_watch,2025-10-09
113,4,submission,2025-10-06
85,4,view,2025-10-21
68,2,submission,2025-10-05
46,5,submission,2025-10-17
48,7,download,2025-10-18
49,9,submission,2025-10-31
103,6,video_watch,2025-10-20
49,5,download,2025-10-30
81,3,download,2025-10-28
71,3,video_watch,2025-10-02
64,2,download,2025-10-12
111,2,download,2025-10-29
81,7,submission,2025-10-10
40,1,quiz_attempt,2025-10-16
47,1,view,2025-10-14
12,8,video_watch,2025-10-19
20,5,submission,2025-10-08
12,1,view,2025-10-29
53,5,submission,2025-10-13
113,8,quiz_attempt,2025-10-29
64,8,view,2025-10-14
29,4,view,2025-10-29
43,5,quiz_attempt,2025-10-02
6,8,submission,2025-10-29
72,2,download,2025-10-10
5,9,download,2025-10-16
68,8,login,2025-10-12
60,4,quiz_attempt,2025-10-30
76,3,login,2025-10-04
12,9,quiz_attempt,2025-10-02
93,9,view,2025-10-21
103,6,login,2025-10-15
49,6,video_watch,2025-10-20
87,6,download,2025-10-11
108,6,login,2025-10-26
103,10,login,2025-10-29
53,8,submission,2025-10-25
82,1,forum_post,2025-10-25
76,2,view,2025-10-30
105,6,forum_post,2025-10-23
53,5,view,2025-10-05
47,2,download,2025-10-13
102,7,view,2025-10-02
68,5,login,2025-10-31
20,4,submission,2025-10-19
62,7,video_watch,2025-10-27
98,7,download,2025-10-19
55,4,login,2025-10-03
110,1,quiz_attempt,2025-10-24
67,2,view,2025-10-15
52,8,login,2025-10-03
87,6,download,2025-10-24
40,8,quiz_attempt,2025-10-19
60,6,download,2025-10-05
103,5,video_watch,2025-10-20
42,4,video_watch,2025-10-01
72,8,quiz_attempt,2025-10-11
82,5,submission,2025-10-24
49,1,download,2025-10-10
55,2,video_watch,2025-10-05
118,4,view,2025-10-15
98,2,forum_post,2025-10-18
76,6,submission,2025-10-24
49,7,download,2025-10-11
111,2,view,2025-10-06
67,2,video_watch,2025-10-11
78,7,submission,2025-10-27
72,3,submission,2025-10-16
93,6,quiz_attempt,2025-10-04
54,4,submission,2025-10-29
48,7,download,2025-10-07
49,7,video_watch,2025-10-08
108,4,download,2025-10-26
52,6,view,2025-10-20
101,10,submission,2025-10-28
28,2,login,2025-10-03
114,3,download,2025-10-14
71,2,video_watch,2025-10-26
98,1,login,2025-10-16
37,1,view,2025-10-10
63,6,forum_post,2025-10-19
32,1,view,2025-10-29
54,6,login,2025-10-02
28,1,download,2025-10-01
62,3,submission,2025-10-27
48,2,quiz_attempt,2025-10-19
91,10,video_watch,2025-10-17
14,10,quiz_attempt,2025-10-05
1,8,download,2025-10-28
58,3,forum_post,2025-10-25
82,2,submission,2025-10-20
118,5,login,2025-10-13
116,3,forum_post,2025-10-16
89,6,download,2025-10-10
91,7,submission,2025-10-26
66,5,forum_post,2025-10-11
64,4,submission,2025-10-05
98,1,login,2025-10-02
90,3,login,2025-10-15
30,3,forum_post,2025-10-03
108,6,forum_post,2025-10-11
66,8,submission,2025-10-14
90,9,forum_post,2025-10-19
111,4,submission,2025-10-21
9,6,view,2025-10-13
62,6,login,2025-10-02
9,5,submission,2025-10-06
71,8,forum_post,2025-10-31
88,6,submission,2025-10-05
101,7,forum_post,2025-10-11
25,1,video_watch,2025-10-26
52,5,submission,2025-10-03
48,6,view,2025-10-02
20,4,download,2025-10-20
71,5,view,2025-10-24
25,7,login,2025-10-25
114,6,forum_post,2025-10-11
40,6,login,2025-10-04
67,9,view,2025-10-07
12,6,forum_post,2025-10-22
76,5,download,2025-10-13
75,10,download,2025-10-30
47,7,video_watch,2025-10-31
68,8,forum_post,2025-10-19
91,9,video_watch,2025-10-15
68,5,quiz_attempt,2025-10-01
81,10,forum_post,2025-10-31
1,8,video_watch,2025-10-29
7,8,download,2025-10-19
35,6,video_watch,2025-10-19
118,8,quiz_attempt,2025-10-10
9,4,forum_post,2025-10-29
55,7,quiz_attempt,2025-10-01
75,4,login,2025-10-08
89,4,submission,2025-10-01
72,1,login,2025-10-26
102,9,video_watch,2025-10-29
84,7,login,2025-10-17
54,10,forum_post,2025-10-02
71,10,view,2025-10-18
108,2,video_watch,2025-10-08
57,9,forum_post,2025-10-11
37,9,forum_post,2025-10-07
114,7,login,2025-10-11
42,8,login,2025-10-04
30,5,view,2025-10-22
91,5,submission,2025-10-06
36,4,forum_post,2025-10-06
63,2,video_watch,2025-10-30
108,5,download,2025-10-23
1,2,view,2025-10-28
90,1,view,2025-10-03
96,3,login,2025-10-25
89,6,login,2025-10-17
15,8,download,2025-10-04
67,10,quiz_attempt,2025-10-26
28,6,video_watch,2025-10-03
5,3,submission,2025-10-26
62,9,quiz_attempt,2025-10-24
106,10,video_watch,2025-10-26
32,2,view,2025-10-05
116,3,download,2025-10-27
