student_id,course_id,grade
46,8,88
46,6,70
46,4,100
46,5,78
114,8,82
114,10,84
114,9,81
114,2,87
114,4,65
106,6,66
106,7,58
106,8,81
106,10,86
106,2,81
93,1,100
93,7,74
93,2,85
9,8,58
9,4,69
9,2,85
9,9,87
68,3,70
68,4,73
68,8,52
68,7,69
68,2,88
29,10,83
29,5,82
29,9,75
29,3,75
29,6,65
78,8,85
1,6,81
1,4,82
1,8,67
1,10,42
1,2,91
14,7,67
14,3,62
14,6,85
28,2,69
28,8,90
28,4,84
28,9,85
28,6,54
28,7,93
32,6,78
32,10,69
32,7,77
43,1,48
43,5,81
43,2,59
43,9,54
23,1,52
85,7,91
85,9,65
85,3,98
85,5,66
85,4,49
85,8,58
90,1,93
90,2,72
90,9,66
30,7,77
30,1,82
30,6,91
30,4,96
30,3,69
30,8,55
20,3,68
20,8,78
20,2,60
20,1,60
20,9,80
20,6,74
20,7,75
20,10,63
12,9,71
12,1,61
12,7,88
12,6,90
98,4,47
98,1,61
98,9,52
98,8,65
110,3,73
110,10,53
110,6,61
110,9,59
52,8,78
52,1,76
52,7,64
52,5,77
52,9,66
37,2,70
37,6,100
37,3,95
37,4,55
37,10,87
37,9,87
37,1,57
37,8,87
25,5,98
25,7,58
25,6,61
62,2,90
62,4,79
47,5,83
47,10,80
47,3,80
47,9,55
47,1,90
47,2,92
64,4,71
64,8,74
64,3,52
109,5,82
109,1,83
109,6,74
109,7,91
118,2,69
118,6,83
118,10,59
35,1,74
35,5,72
66,2,78
66,1,69
66,8,73
42,9,87
42,5,68
42,10,50
42,1,100
42,6,95
42,8,55
42,4,85
55,1,67
55,5,78
55,8,79
55,6,71
58,4,63
58,6,64
58,8,61
58,10,62
58,3,73
96,6,64
96,8,85
96,9,97
96,5,66
96,2,78
96,3,82
96,7,82
102,5,76
102,8,86
102,6,82
102,10,56
108,8,88
108,3,88
108,1,63
108,9,75
91,4,85
91,7,71
91,6,91
91,8,100
91,1,63
111,4,54
111,6,79
111,8,85
111,1,71
111,3,96
111,10,54
111,5,85
54,4,65
54,1,100
54,10,100
21,5,63
21,4,66
21,2,87
21,8,69
21,1,74
101,2,75
101,7,46
101,6,74
101,8,64
101,4,67
101,1,96
60,10,56
60,1,87
60,8,70
116,8,70
116,1,86
116,4,80
116,7,83
6,2,89
6,8,70
6,7,65
6,6,58
6,3,62
6,10,100
6,4,93
6,1,54
5,1,55
5,9,82
5,10,83
5,5,83
5,2,71
5,4,73
5,6,79
63,5,76
63,3,41
63,9,71
63,10,62
63,7,77
40,3,100
40,7,80
40,10,70
40,2,88
40,6,82
105,2,81
105,9,84
57,10,100
57,6,58
88,6,82
88,9,61
88,2,83
88,4,61
88,1,68
88,3,70
49,2,89
49,1,88
49,3,56
81,9,75
81,5,64
81,8,56
81,1,71
81,6,70
7,7,100
7,1,81
7,6,54
7,9,66
36,1,90
36,5,100
36,3,51
36,8,46
36,2,100
36,4,80
36,6,61
72,10,83
72,9,35
53,10,75
53,3,79
53,4,88
89,5,59
89,9,76
87,7,61
87,8,78
87,2,61
87,10,68
87,4,60
87,3,84
113,7,87
113,1,71
61,1,75
61,6,53
61,4,70
67,10,74
67,5,100
67,7,58
67,8,96
67,9,89
48,3,79
48,8,100
48,6,80
48,1,80
48,10,74
71,6,93
71,4,91
71,5,65
76,7,55
76,5,71
76,9,62
76,8,74
76,4,93
76,10,68
76,3,74
82,4,75
82,9,87
82,10,41
82,3,65
82,2,78
82,7,93
103,7,67
75,5,46
75,8,84
75,9,65
75,10,57
15,7,65
15,8,72
15,2,65
84,6,41
84,1,88
84,8,94
