student_id,course_id,grade
40,5,84
40,10,74
40,7,79
40,4,58
7,7,100
7,9,76
7,5,76
7,6,85
7,2,82
7,3,78
7,1,63
108,6,82
108,7,100
108,10,95
52,8,98
52,9,67
52,2,60
52,3,73
52,6,75
52,1,91
52,7,49
60,2,97
60,4,72
60,6,68
60,3,59
60,5,50
19,7,87
19,5,76
19,6,55
19,2,55
61,8,69
61,10,100
61,6,71
42,2,52
42,1,71
42,5,70
85,9,34
85,5,74
85,8,71
46,5,85
46,3,100
46,8,91
46,1,70
5,3,58
5,5,100
81,6,75
81,1,75
81,4,74
81,7,77
81,2,72
58,8,66
58,1,66
58,3,74
58,10,66
79,7,64
79,6,76
79,5,71
101,7,97
101,6,35
101,10,91
70,3,93
70,8,43
70,10,69
70,2,69
70,1,53
70,5,63
76,8,58
76,9,100
76,4,89
76,10,94
76,5,85
76,6,58
76,3,67
116,3,82
116,5,56
47,1,85
47,2,71
47,9,69
47,6,85
47,7,81
30,6,69
30,8,92
30,9,58
30,10,84
30,7,83
113,2,70
113,10,79
113,4,56
113,8,88
113,7,72
100,5,67
14,3,90
14,8,64
14,7,53
14,2,51
16,9,84
16,2,55
16,1,100
16,4,43
16,6,100
16,10,78
16,3,73
26,5,66
26,7,80
26,4,74
26,10,91
26,9,76
84,2,77
84,4,69
84,8,74
84,7,79
87,9,49
87,1,54
87,3,86
87,6,77
1,5,72
1,4,75
1,6,80
11,5,66
11,6,63
11,8,77
11,1,60
33,5,81
33,4,49
33,1,90
33,7,82
33,6,78
33,2,89
35,6,99
35,7,90
35,5,47
35,2,55
35,8,65
66,10,75
66,5,82
66,2,64
66,8,77
66,7,63
66,4,65
18,9,53
18,10,61
77,8,54
77,9,60
77,5,90
44,4,60
44,6,100
44,3,82
65,7,77
65,6,62
65,2,85
55,10,66
55,3,76
55,6,100
68,5,73
68,10,92
68,7,64
68,6,74
102,6,100
102,8,65
102,5,100
102,4,85
110,7,66
110,8,84
110,1,89
110,5,84
110,3,51
110,4,64
110,2,71
91,6,73
91,10,84
91,5,77
93,6,54
93,10,80
93,4,84
93,7,83
93,2,91
93,9,87
64,2,81
64,5,73
64,4,50
6,8,81
6,4,78
99,6,79
99,8,55
99,5,58
99,3,90
99,10,74
99,1,85
99,2,75
54,9,75
54,10,89
54,5,67
54,3,76
54,1,68
12,9,68
12,3,70
12,5,78
12,10,67
12,4,93
3,10,61
3,7,72
3,2,68
3,1,96
3,8,77
3,3,90
37,9,52
37,8,79
37,4,88
37,2,76
37,10,90
56,3,67
56,2,96
56,1,100
88,9,69
88,10,68
88,3,96
88,5,98
88,8,67
4,3,68
4,9,70
96,9,54
96,5,61
96,8,59
96,2,63
96,6,74
96,10,78
74,9,98
74,5,60
74,6,89
74,4,71
74,10,74
74,1,85
74,8,58
105,1,80
105,9,77
105,3,82
105,4,79
105,7,100
15,3,65
15,1,67
15,8,65
15,9,66
21,3,65
21,10,92
21,5,96
45,10,66
45,4,62
45,3,82
45,1,66
45,2,84
45,6,78
45,7,52
53,5,98
106,2,100
106,3,65
106,1,69
111,4,79
111,7,80
49,4,84
49,2,100
103,5,72
103,6,63
103,3,54
103,9,64
103,7,74
103,10,100
103,2,67
94,3,78
94,5,74
36,8,92
36,3,100
36,6,67
36,2,67
36,5,90
25,9,85
89,4,100
89,1,83
89,7,69
89,3,83
89,6,91
89,2,87
98,9,82
98,10,91
98,8,92
98,4,95
90,6,84
90,1,72
90,7,77
90,10,93
90,5,62
90,4,80
114,7,69
114,4,75
114,8,94
114,10,77
114,5,75
114,3,54
63,4,86
63,2,84
63,8,100
57,8,70
57,9,78
57,1,78
57,3,98
78,8,73
78,6,79
22,5,84
22,10,77
22,6,68
22,8,77
43,9,91
43,7,59
43,4,76
43,2,64
38,9,92
38,7,52
38,10,66
38,6,80
38,5,98
38,3,74
38,4,66
24,6,100
24,9,53
24,5,42
24,3,81
24,10,67
72,5,59
72,6,85
72,4,78
72,7,66
72,1,55
72,2,88
112,5,84
112,9,73
112,3,100
112,1,58
112,4,52
112,8,64
23,2,74
23,6,78
23,10,71
23,1,80
50,2,56
50,4,96
50,6,73
50,10,91
50,5,80
48,6,81
48,4,83
48,2,81
48,8,84
48,5,94
82,10,77
82,7,85
82,3,73
82,9,96
82,4,64
28,10,100
28,4,74
28,9,53
28,2,76
28,1,64
28,3,87
28,8,65
28,7,68
