student_id,course_id,grade
43,4,82
43,7,72
21,3,84
21,1,97
55,5,71
55,7,71
55,6,98
55,10,86
55,9,67
11,7,83
11,5,68
11,10,68
40,9,78
40,6,46
40,1,49
40,8,66
40,3,59
40,2,79
40,10,61
40,7,53
58,1,96
58,10,71
58,5,76
58,9,53
46,6,66
46,10,76
46,2,57
46,9,80
46,3,65
46,7,70
25,10,65
25,7,100
25,9,74
25,1,59
25,3,87
25,8,56
68,5,78
68,8,45
68,6,55
68,7,77
68,10,86
68,1,77
85,8,73
85,7,70
85,4,52
48,1,64
48,7,68
48,9,90
96,2,80
96,8,48
96,3,79
96,7,69
102,9,64
102,7,84
102,8,90
102,5,88
102,4,62
82,8,70
82,4,79
82,5,89
82,9,67
82,1,72
82,3,58
82,2,57
3,7,87
3,10,95
3,6,73
87,7,90
87,1,80
87,9,65
87,3,80
105,4,98
105,8,74
105,3,98
18,7,35
18,10,87
18,8,76
18,6,70
18,4,76
22,7,45
22,5,71
22,4,80
22,1,97
118,1,67
118,10,62
118,4,67
118,2,88
118,9,79
118,7,67
118,6,82
19,2,76
19,5,89
19,1,64
19,8,70
19,7,69
19,9,53
19,4,79
103,10,78
103,2,75
103,1,71
103,3,53
99,2,68
99,7,69
99,8,62
99,10,72
24,8,81
24,7,100
24,3,77
24,2,78
24,1,73
44,6,46
44,8,74
44,2,75
44,9,100
110,4,72
110,7,79
110,8,74
33,8,57
33,10,92
33,1,86
33,9,86
33,3,61
33,4,96
33,6,53
54,5,83
54,10,100
54,2,60
54,1,66
54,7,76
106,10,67
106,9,51
106,5,76
106,1,59
106,2,82
94,1,61
94,9,98
78,2,63
78,5,70
78,7,87
78,6,56
76,2,78
76,1,94
76,3,50
76,10,77
76,5,78
76,8,86
42,7,56
42,8,55
42,3,82
42,4,79
42,10,78
70,3,80
70,4,64
70,10,78
71,8,79
71,5,64
71,1,100
71,3,82
71,4,57
66,3,84
5,5,60
5,10,86
5,8,92
5,1,62
7,8,89
7,10,81
7,2,87
7,5,100
7,4,71
7,3,63
50,1,61
50,10,62
50,7,73
50,8,80
50,9,79
35,6,87
35,7,75
35,3,96
65,6,71
95,9,100
95,8,84
95,7,62
4,1,58
4,4,82
4,3,71
4,2,85
1,3,82
1,5,73
1,9,62
26,3,52
26,8,68
61,4,87
61,10,78
61,5,56
113,1,77
113,10,80
113,6,61
113,8,77
79,7,75
79,10,57
79,9,80
116,3,83
116,8,91
116,2,90
14,3,54
14,10,60
36,2,82
36,10,82
36,8,82
36,5,100
36,4,83
45,5,92
45,2,89
45,1,84
45,6,70
45,7,86
45,10,63
108,3,71
108,10,67
108,9,76
108,1,100
108,5,46
108,4,85
114,9,50
114,1,67
114,4,91
114,8,75
64,8,58
64,4,64
64,5,85
64,3,64
9,1,78
9,8,75
9,5,65
9,9,100
9,3,84
6,1,44
6,5,77
6,8,65
12,3,87
12,2,63
12,9,73
88,10,82
88,6,87
67,9,56
67,6,69
67,1,67
29,5,65
29,6,100
29,1,81
29,8,56
29,2,88
29,4,100
29,9,90
98,7,52
98,3,67
98,1,94
98,10,64
98,8,81
98,6,86
84,3,61
84,7,74
84,2,26
84,5,59
84,6,71
84,8,56
62,6,99
62,1,53
62,7,68
62,3,76
62,9,96
62,4,53
62,5,92
90,4,75
47,1,60
47,3,81
47,2,77
47,8,65
47,7,76
15,1,69
15,3,76
15,5,84
15,10,98
56,5,56
56,10,100
56,6,45
56,9,72
32,10,83
32,3,79
32,2,65
32,8,71
32,9,67
100,8,66
100,9,87
100,1,80
37,8,64
37,4,88
37,7,79
37,3,87
37,9,84
37,6,62
