student_id,course_id,action,date
110,3,quiz_attempt,2025-05-20
21,10,view,2025-05-15
19,4,view,2025-05-22
3,3,video_watch,2025-05-24
5,2,forum_post,2025-05-02
66,10,view,2025-05-28
55,1,quiz_attempt,2025-05-23
101,5,submission,2025-05-16
108,6,view,2025-05-24
90,4,view,2025-05-18
89,5,download,2025-05-16
23,3,forum_post,2025-05-23
108,7,download,2025-05-29
98,1,quiz_attempt,2025-05-06
42,5,view,2025-05-26
23,5,login,2025-05-15
28,1,login,2025-05-13
44,6,video_watch,2025-05-04
108,5,video_watch,2025-05-29
28,7,view,2025-05-13
25,2,quiz_attempt,2025-05-16
24,9,login,2025-05-06
84,9,submission,2025-05-18
108,1,view,2025-05-30
98,5,quiz_attempt,2025-05-16
88,3,login,2025-05-12
54,6,forum_post,2025-05-10
35,9,quiz_attempt,2025-05-26
42,5,submission,2025-05-29
52,9,quiz_attempt,2025-05-08
30,6,submission,2025-05-22
116,2,forum_post,2025-05-13
89,10,video_watch,2025-05-21
33,7,view,2025-05-19
30,7,quiz_attempt,2025-05-30
72,6,submission,2025-05-18
76,4,forum_post,2025-05-05
43,9,forum_post,2025-05-26
84,3,quiz_attempt,2025-05-23
98,3,submission,2025-05-30
47,10,view,2025-05-11
85,9,download,2025-05-31
70,3,quiz_attempt,2025-05-27
47,1,video_watch,2025-05-11
96,7,quiz_attempt,2025-05-15
48,5,view,2025-05-25
26,2,view,2025-05-06
52,10,download,2025-05-09
72,10,download,2025-05-08
24,4,view,2025-05-22
52,6,login,2025-05-23
49,3,download,2025-05-28
72,8,forum_post,2025-05-21
3,3,video_watch,2025-05-13
103,8,view,2025-05-06
26,4,login,2025-05-14
7,5,submission,2025-05-08
84,4,login,2025-05-06
21,10,submission,2025-05-23
93,8,view,2025-05-14
4,1,download,2025-05-24
37,6,submission,2025-05-20
22,10,download,2025-05-17
82,1,download,2025-05-04
45,8,video_watch,2025-05-29
19,4,download,2025-05-18
88,1,download,2025-05-13
89,1,view,2025-05-10
21,7,quiz_attempt,2025-05-25
55,8,view,2025-05-14
68,10,login,2025-05-23
89,3,submission,2025-05-27
82,8,login,2025-05-24
36,2,view,2025-05-25
43,9,view,2025-05-13
96,6,submission,2025-05-01
14,8,download,2025-05-29
84,8,login,2025-05-09
93,3,forum_post,2025-05-24
70,2,login,2025-05-23
45,6,login,2025-05-17
56,9,download,2025-05-31
113,7,download,2025-05-13
19,3,quiz_attempt,2025-05-19
30,3,video_watch,2025-05-05
14,1,submission,2025-05-10
110,8,quiz_attempt,2025-05-21
16,2,view,2025-05-31
84,1,download,2025-05-25
18,1,submission,2025-05-16
94,9,video_watch,2025-05-01
72,8,view,2025-05-07
38,8,submission,2025-05-14
21,2,download,2025-05-20
40,4,download,2025-05-09
23,9,video_watch,2025-05-27
87,1,view,2025-05-05
42,6,login,2025-05-05
60,10,video_watch,2025-05-20
102,6,login,2025-05-02
79,7,view,2025-05-06
55,10,forum_post,2025-05-23
24,10,video_watch,2025-05-18
14,8,forum_post,2025-05-19
12,1,login,2025-05-25
102,6,quiz_attempt,2025-05-29
37,2,video_watch,2025-05-14
63,2,quiz_attempt,2025-05-16
116,2,forum_post,2025-05-28
65,6,download,2025-05-14
98,4,forum_post,2025-05-07
112,1,login,2025-05-19
50,9,login,2025-05-16
72,5,submission,2025-05-20
91,5,download,2025-05-19
23,6,view,2025-05-20
78,8,download,2025-05-24
50,8,submission,2025-05-26
16,10,view,2025-05-23
68,4,login,2025-05-04
52,8,forum_post,2025-05-26
70,4,video_watch,2025-05-20
74,7,login,2025-05-11
99,9,video_watch,2025-05-21
1,1,forum_post,2025-05-07
55,5,video_watch,2025-05-03
110,5,download,2025-05-18
93,1,login,2025-05-22
64,6,submission,2025-05-24
78,10,login,2025-05-27
14,4,quiz_attempt,2025-05-27
6,8,submission,2025-05-26
60,3,submission,2025-05-05
50,8,video_watch,2025-05-18
64,8,video_watch,2025-05-27
96,1,video_watch,2025-05-17
102,10,forum_post,2025-05-22
91,9,download,2025-05-01
87,10,forum_post,2025-05-11
54,2,view,2025-05-09
52,6,submission,2025-05-21
90,3,download,2025-05-20
56,3,download,2025-05-04
110,6,forum_post,2025-05-02
44,7,login,2025-05-16
35,6,submission,2025-05-27
102,4,download,2025-05-10
14,2,quiz_attempt,2025-05-26
60,4,login,2025-05-15
36,1,video_watch,2025-05-16
36,3,view,2025-05-11
49,9,quiz_attempt,2025-05-25
93,3,video_watch,2025-05-28
58,9,forum_post,2025-05-05
87,1,submission,2025-05-13
89,2,login,2025-05-10
19,10,video_watch,2025-05-03
64,8,login,2025-05-04
89,5,login,2025-05-19
110,4,quiz_attempt,2025-05-07
26,5,quiz_attempt,2025-05-18
91,8,forum_post,2025-05-04
44,3,view,2025-05-09
101,1,download,2025-05-18
25,2,view,2025-05-18
99,9,quiz_attempt,2025-05-09
47,5,download,2025-05-08
100,2,quiz_attempt,2025-05-20
6,9,submission,2025-05-02
76,1,submission,2025-05-29
61,2,submission,2025-05-02
81,7,submission,2025-05-06
24,10,forum_post,2025-05-27
45,10,quiz_attempt,2025-05-10
64,4,forum_post,2025-05-25
90,2,video_watch,2025-05-25
106,10,view,2025-05-03
106,2,submission,2025-05-10
82,8,submission,2025-05-08
11,3,video_watch,2025-05-29
112,5,quiz_attempt,2025-05-13
16,6,video_watch,2025-05-28
93,8,submission,2025-05-01
85,8,login,2025-05-12
49,8,video_watch,2025-05-06
55,6,download,2025-05-19
76,9,login,2025-05-13
79,6,download,2025-05-21
46,5,download,2025-05-15
4,10,submission,2025-05-08
23,4,download,2025-05-06
49,7,login,2025-05-11
87,10,submission,2025-05-26
15,10,video_watch,2025-05-11
114,4,view,2025-05-22
46,10,video_watch,2025-05-16
101,10,download,2025-05-15
93,9,login,2025-05-27
21,3,quiz_attempt,2025-05-31
4,2,download,2025-05-04
24,7,quiz_attempt,2025-05-16
82,1,login,2025-05-07
116,10,video_watch,2025-05-21
40,3,forum_post,2025-05-05
