student_id,course_id,action,date
79,3,forum_post,2026-01-28
23,6,login,2026-01-08
112,1,download,2026-01-02
102,6,video_watch,2026-01-18
110,9,forum_post,2026-01-04
40,5,quiz_attempt,2026-01-02
88,5,view,2026-01-23
113,4,submission,2026-01-03
66,9,submission,2026-01-07
81,7,view,2026-01-30
25,2,view,2026-01-23
36,9,forum_post,2026-01-20
8,10,view,2026-01-07
57,4,video_watch,2026-01-20
28,1,forum_post,2026-01-11
19,6,video_watch,2026-01-25
111,2,quiz_attempt,2026-01-21
53,8,forum_post,2026-01-08
33,6,video_watch,2026-01-13
81,4,download,2026-01-16
20,3,quiz_attempt,2026-01-12
109,2,submission,2026-01-10
4,7,forum_post,2026-01-20
40,3,video_watch,2026-01-17
11,8,submission,2026-01-06
61,1,video_watch,2026-01-06
19,10,submission,2026-01-25
81,7,login,2026-01-11
4,5,view,2026-01-17
58,7,video_watch,2026-01-09
15,2,video_watch,2026-01-23
98,2,login,2026-01-29
14,10,forum_post,2026-01-15
90,4,quiz_attempt,2026-01-18
63,7,video_watch,2026-01-09
40,6,login,2026-01-02
44,9,download,2026-01-01
88,8,view,2026-01-01
99,3,submission,2026-01-14
7,7,view,2026-01-30
49,2,quiz_attempt,2026-01-21
99,5,submission,2026-01-04
102,10,view,2026-01-19
23,4,login,2026-01-19
98,10,video_watch,2026-01-02
52,8,submission,2026-01-09
75,10,view,2026-01-06
65,9,video_watch,2026-01-28
106,10,download,2026-01-15
56,6,video_watch,2026-01-31
36,2,video_watch,2026-01-23
11,6,download,2026-01-24
61,3,video_watch,2026-01-16
37,8,quiz_attempt,2026-01-29
21,1,forum_post,2026-01-31
112,9,download,2026-01-04
14,7,video_watch,2026-01-27
56,1,view,2026-01-10
7,10,download,2026-01-25
22,2,download,2026-01-16
7,9,submission,2026-01-15
57,9,view,2026-01-24
71,4,submission,2026-01-10
77,8,login,2026-01-27
15,2,view,2026-01-23
96,10,login,2026-01-20
109,6,view,2026-01-17
52,1,view,2026-01-18
91,7,view,2026-01-12
99,3,login,2026-01-30
99,2,forum_post,2026-01-28
38,4,login,2026-01-20
50,6,submission,2026-01-15
88,1,quiz_attempt,2026-01-25
106,2,login,2026-01-02
30,10,video_watch,2026-01-23
56,2,download,2026-01-07
26,5,quiz_attempt,2026-01-25
11,9,forum_post,2026-01-03
28,10,submission,2026-01-23
79,2,forum_post,2026-01-30
43,3,video_watch,2026-01-09
19,8,login,2026-01-19
93,8,view,2026-01-24
114,5,video_watch,2026-01-30
54,7,view,2026-01-06
5,6,login,2026-01-16
63,3,view,2026-01-10
96,5,video_watch,2026-01-29
87,3,submission,2026-01-04
14,9,video_watch,2026-01-20
9,1,view,2026-01-10
81,9,submission,2026-01-04
81,4,login,2026-01-16
96,3,download,2026-01-13
60,3,login,2026-01-30
76,1,login,2026-01-20
29,4,submission,2026-01-29
52,3,login,2026-01-19
103,4,submission,2026-01-31
19,10,login,2026-01-01
66,8,submission,2026-01-20
23,1,login,2026-01-04
30,4,view,2026-01-11
20,1,login,2026-01-26
113,4,download,2026-01-15
33,4,video_watch,2026-01-25
50,8,view,2026-01-06
33,2,view,2026-01-18
81,10,login,2026-01-24
49,8,login,2026-01-21
114,8,view,2026-01-06
37,1,video_watch,2026-01-27
15,6,video_watch,2026-01-30
106,7,video_watch,2026-01-04
30,2,download,2026-01-06
6,2,submission,2026-01-27
75,8,quiz_attempt,2026-01-10
4,7,login,2026-01-05
47,5,quiz_attempt,2026-01-28
91,3,quiz_attempt,2026-01-05
33,7,login,2026-01-05
66,3,view,2026-01-30
56,2,view,2026-01-31
116,10,quiz_attempt,2026-01-10
60,8,view,2026-01-13
116,4,forum_post,2026-01-06
52,6,quiz_attempt,2026-01-04
47,3,submission,2026-01-14
58,8,download,2026-01-27
63,9,login,2026-01-22
88,5,quiz_attempt,2026-01-27
57,10,download,2026-01-12
109,7,login,2026-01-05
14,2,download,2026-01-22
109,6,download,2026-01-19
33,3,video_watch,2026-01-14
19,7,video_watch,2026-01-23
74,10,video_watch,2026-01-18
98,5,submission,2026-01-18
112,9,forum_post,2026-01-14
91,4,submission,2026-01-13
28,1,download,2026-01-17
56,5,submission,2026-01-09
55,9,forum_post,2026-01-08
25,9,login,2026-01-19
109,10,login,2026-01-16
53,10,video_watch,2026-01-19
91,2,submission,2026-01-10
40,1,submission,2026-01-19
102,4,submission,2026-01-20
91,4,video_watch,2026-01-11
71,5,download,2026-01-09
49,7,quiz_attempt,2026-01-15
40,9,view,2026-01-04
47,10,download,2026-01-14
23,5,submission,2026-01-06
43,1,view,2026-01-03
38,4,forum_post,2026-01-24
64,3,video_watch,2026-01-01
57,6,login,2026-01-29
7,4,login,2026-01-02
116,1,download,2026-01-17
81,4,video_watch,2026-01-10
8,8,view,2026-01-19
109,10,login,2026-01-01
22,9,download,2026-01-25
20,2,login,2026-01-09
37,7,video_watch,2026-01-01
116,10,video_watch,2026-01-28
33,7,download,2026-01-25
76,4,view,2026-01-22
30,4,submission,2026-01-24
32,9,video_watch,2026-01-19
61,10,login,2026-01-13
96,9,video_watch,2026-01-24
66,5,download,2026-01-27
58,9,submission,2026-01-16
99,7,view,2026-01-02
9,1,download,2026-01-27
49,5,forum_post,2026-01-08
4,7,login,2026-01-29
110,4,submission,2026-01-03
110,9,login,2026-01-11
33,10,download,2026-01-21
84,5,quiz_attempt,2026-01-17
43,10,video_watch,2026-01-10
76,1,view,2026-01-21
99,1,login,2026-01-12
7,6,video_watch,2026-01-08
106,7,submission,2026-01-01
60,6,submission,2026-01-31
54,10,download,2026-01-09
74,10,forum_post,2026-01-09
8,7,submission,2026-01-05
9,2,login,2026-01-18
88,5,forum_post,2026-01-24
116,3,forum_post,2026-01-25
19,2,forum_post,2026-01-17
76,3,forum_post,2026-01-08
49,8,download,2026-01-30
74,1,view,2026-01-31
94,3,login,2026-01-17
36,9,login,2026-01-16
99,6,view,2026-01-15
71,6,forum_post,2026-01-07
98,5,view,2026-01-31
