student_id,course_id,action,date
113,3,view,2025-08-18
5,1,view,2025-08-16
101,10,download,2025-08-23
105,6,login,2025-08-31
96,10,forum_post,2025-08-20
84,9,submission,2025-08-31
62,5,forum_post,2025-08-02
14,1,submission,2025-08-17
45,6,submission,2025-08-16
4,4,login,2025-08-30
113,1,video_watch,2025-08-26
35,9,download,2025-08-28
77,1,download,2025-08-16
55,7,video_watch,2025-08-13
62,7,forum_post,2025-08-14
91,3,login,2025-08-15
102,10,quiz_attempt,2025-08-12
76,6,submission,2025-08-30
113,4,view,2025-08-03
106,1,view,2025-08-14
8,10,login,2025-08-26
36,4,video_watch,2025-08-02
101,1,view,2025-08-15
54,5,login,2025-08-11
100,10,forum_post,2025-08-29
24,5,view,2025-08-20
58,8,forum_post,2025-08-04
101,2,quiz_attempt,2025-08-31
26,4,submission,2025-08-23
98,4,submission,2025-08-23
4,6,video_watch,2025-08-18
46,4,download,2025-08-29
90,6,forum_post,2025-08-18
116,2,login,2025-08-12
89,10,submission,2025-08-09
84,4,view,2025-08-27
56,4,quiz_attempt,2025-08-24
91,4,login,2025-08-12
32,1,view,2025-08-23
111,8,login,2025-08-01
78,1,quiz_attempt,2025-08-09
106,7,quiz_attempt,2025-08-27
84,1,quiz_attempt,2025-08-28
65,8,login,2025-08-28
77,7,submission,2025-08-02
45,4,submission,2025-08-06
21,9,login,2025-08-22
48,1,download,2025-08-25
100,1,download,2025-08-25
94,5,video_watch,2025-08-25
106,4,video_watch,2025-08-01
94,10,submission,2025-08-28
22,1,video_watch,2025-08-04
91,7,forum_post,2025-08-30
25,9,submission,2025-08-14
70,10,video_watch,2025-08-17
118,3,submission,2025-08-15
6,3,login,2025-08-09
99,2,view,2025-08-25
26,5,quiz_attempt,2025-08-19
58,1,download,2025-08-09
87,5,forum_post,2025-08-09
66,1,login,2025-08-10
110,6,video_watch,2025-08-09
50,8,submission,2025-08-01
111,1,submission,2025-08-02
98,8,forum_post,2025-08-28
43,4,submission,2025-08-02
37,2,quiz_attempt,2025-08-29
91,6,login,2025-08-15
54,5,video_watch,2025-08-26
99,5,video_watch,2025-08-16
62,4,forum_post,2025-08-06
32,10,forum_post,2025-08-02
71,2,forum_post,2025-08-02
54,9,video_watch,2025-08-15
37,6,login,2025-08-18
71,1,forum_post,2025-08-09
85,1,forum_post,2025-08-28
98,9,forum_post,2025-08-02
47,4,quiz_attempt,2025-08-04
101,9,submission,2025-08-04
93,2,view,2025-08-07
30,10,quiz_attempt,2025-08-27
96,2,forum_post,2025-08-14
25,3,login,2025-08-11
66,6,quiz_attempt,2025-08-14
38,8,quiz_attempt,2025-08-20
72,3,quiz_attempt,2025-08-02
46,3,download,2025-08-01
14,10,view,2025-08-26
114,9,forum_post,2025-08-25
93,10,forum_post,2025-08-12
19,7,video_watch,2025-08-19
105,3,submission,2025-08-25
84,2,view,2025-08-19
116,10,forum_post,2025-08-18
96,9,forum_post,2025-08-04
75,1,download,2025-08-16
75,9,submission,2025-08-11
90,4,video_watch,2025-08-19
46,4,quiz_attempt,2025-08-08
87,4,submission,2025-08-11
29,4,submission,2025-08-24
89,6,login,2025-08-12
43,9,login,2025-08-30
87,8,download,2025-08-08
7,7,view,2025-08-19
62,9,view,2025-08-25
89,10,forum_post,2025-08-05
66,5,video_watch,2025-08-10
94,6,login,2025-08-03
89,7,download,2025-08-05
70,8,forum_post,2025-08-29
35,3,submission,2025-08-01
11,2,submission,2025-08-09
91,8,forum_post,2025-08-04
62,1,video_watch,2025-08-14
72,3,login,2025-08-05
93,9,submission,2025-08-29
22,6,view,2025-08-13
43,4,forum_post,2025-08-10
102,6,video_watch,2025-08-29
94,10,download,2025-08-20
14,1,login,2025-08-24
98,8,submission,2025-08-21
7,7,quiz_attempt,2025-08-25
95,3,forum_post,2025-08-06
106,9,login,2025-08-05
12,10,download,2025-08-12
88,7,quiz_attempt,2025-08-15
50,9,forum_post,2025-08-19
99,2,view,2025-08-10
78,6,login,2025-08-19
56,9,download,2025-08-17
22,5,quiz_attempt,2025-08-13
114,3,view,2025-08-02
74,7,download,2025-08-09
70,10,quiz_attempt,2025-08-04
100,5,view,2025-08-04
25,5,submission,2025-08-15
45,3,quiz_attempt,2025-08-31
118,10,video_watch,2025-08-04
71,5,view,2025-08-04
74,9,video_watch,2025-08-17
11,1,download,2025-08-29
15,9,download,2025-08-26
76,1,submission,2025-08-27
72,6,view,2025-08-10
70,7,forum_post,2025-08-15
