student_id,course_id,action,date
53,5,submission,2025-06-26
62,5,forum_post,2025-06-20
82,6,forum_post,2025-06-04
11,9,view,2025-06-16
25,7,submission,2025-06-09
112,10,submission,2025-06-03
95,6,download,2025-06-06
62,7,login,2025-06-02
70,6,submission,2025-06-22
57,3,submission,2025-06-17
81,9,login,2025-06-10
113,7,login,2025-06-30
35,5,view,2025-06-05
15,4,download,2025-06-14
106,10,login,2025-06-18
114,1,download,2025-06-04
70,7,submission,2025-06-04
113,10,video_watch,2025-06-09
78,5,download,2025-06-03
65,1,login,2025-06-24
113,3,video_watch,2025-06-06
93,1,login,2025-06-14
15,6,download,2025-06-24
28,8,download,2025-06-26
37,6,video_watch,2025-06-26
33,4,view,2025-06-03
36,5,video_watch,2025-06-22
12,7,download,2025-06-01
5,7,login,2025-06-01
85,8,submission,2025-06-23
91,10,forum_post,2025-06-16
15,10,video_watch,2025-06-20
18,7,video_watch,2025-06-10
1,3,view,2025-06-01
14,2,video_watch,2025-06-01
14,1,view,2025-06-16
47,4,submission,2025-06-27
81,9,view,2025-06-03
15,8,view,2025-06-16
95,1,login,2025-06-06
66,8,submission,2025-06-16
72,8,download,2025-06-08
102,5,download,2025-06-27
93,1,quiz_attempt,2025-06-01
12,7,submission,2025-06-28
118,10,download,2025-06-24
89,5,login,2025-06-16
91,8,download,2025-06-19
76,8,view,2025-06-23
58,9,login,2025-06-14
54,6,download,2025-06-03
49,7,submission,2025-06-04
118,10,forum_post,2025-06-12
25,7,login,2025-06-06
110,4,submission,2025-06-12
84,4,download,2025-06-08
109,6,download,2025-06-28
113,3,quiz_attempt,2025-06-24
20,7,video_watch,2025-06-22
18,8,video_watch,2025-06-28
44,10,view,2025-06-10
1,8,view,2025-06-06
102,3,download,2025-06-16
108,7,submission,2025-06-10
19,4,download,2025-06-02
72,6,quiz_attempt,2025-06-12
44,3,video_watch,2025-06-28
65,1,video_watch,2025-06-03
67,7,login,2025-06-20
8,2,download,2025-06-08
46,5,quiz_attempt,2025-06-26
78,1,video_watch,2025-06-29
64,5,view,2025-06-28
70,10,forum_post,2025-06-04
29,8,video_watch,2025-06-15
61,2,video_watch,2025-06-20
76,2,video_watch,2025-06-18
63,9,login,2025-06-06
81,2,video_watch,2025-06-07
18,3,forum_post,2025-06-10
84,9,submission,2025-06-24
108,3,forum_post,2025-06-12
96,3,login,2025-06-28
102,8,submission,2025-06-25
5,4,video_watch,2025-06-26
42,6,quiz_attempt,2025-06-17
85,2,quiz_attempt,2025-06-12
38,6,forum_post,2025-06-22
105,3,video_watch,2025-06-25
75,7,video_watch,2025-06-08
6,7,submission,2025-06-30
68,8,video_watch,2025-06-17
18,1,submission,2025-06-05
71,9,login,2025-06-03
67,6,submission,2025-06-25
85,7,login,2025-06-13
111,3,download,2025-06-02
81,9,quiz_attempt,2025-06-14
91,9,video_watch,2025-06-10
45,6,login,2025-06-27
4,9,download,2025-06-30
47,7,submission,2025-06-21
9,9,download,2025-06-26
74,8,forum_post,2025-06-12
91,4,quiz_attempt,2025-06-03
111,9,quiz_attempt,2025-06-13
82,9,download,2025-06-10
79,2,download,2025-06-18
52,9,quiz_attempt,2025-06-25
44,1,login,2025-06-29
21,10,quiz_attempt,2025-06-08
15,7,download,2025-06-04
58,6,quiz_attempt,2025-06-21
65,6,login,2025-06-02
53,8,quiz_attempt,2025-06-19
5,8,quiz_attempt,2025-06-08
43,10,forum_post,2025-06-29
81,9,video_watch,2025-06-20
8,6,quiz_attempt,2025-06-10
54,3,forum_post,2025-06-13
87,4,login,2025-06-11
87,10,view,2025-06-27
18,8,login,2025-06-05
95,7,login,2025-06-03
58,7,view,2025-06-16
79,8,login,2025-06-12
75,7,download,2025-06-18
87,7,video_watch,2025-06-09
43,8,forum_post,2025-06-14
84,8,forum_post,2025-06-14
44,3,download,2025-06-05
46,8,view,2025-06-23
70,9,login,2025-06-23
79,8,submission,2025-06-02
44,9,quiz_attempt,2025-06-30
53,10,video_watch,2025-06-14
61,2,quiz_attempt,2025-06-19
106,1,download,2025-06-05
53,6,quiz_attempt,2025-06-12
15,5,submission,2025-06-01
47,3,video_watch,2025-06-19
38,1,quiz_attempt,2025-06-29
110,4,view,2025-06-27
46,1,login,2025-06-18
94,2,video_watch,2025-06-02
38,8,download,2025-06-10
112,8,quiz_attempt,2025-06-26
26,8,video_watch,2025-06-24
36,3,video_watch,2025-06-05
65,8,video_watch,2025-06-15
25,3,video_watch,2025-06-24
56,2,video_watch,2025-06-20
74,7,submission,2025-06-08
93,6,download,2025-06-02
84,5,forum_post,2025-06-03
85,1,download,2025-06-21
52,9,forum_post,2025-06-04
64,2,view,2025-06-20
21,10,video_watch,2025-06-02
112,9,view,2025-06-25
42,9,login,2025-06-04
77,3,login,2025-06-09
9,4,video_watch,2025-06-23
43,8,login,2025-06-26
77,10,quiz_attempt,2025-06-13
109,1,submission,2025-06-28
72,6,submission,2025-06-06
38,1,video_watch,2025-06-17
45,7,quiz_attempt,2025-06-03
61,2,download,2025-06-06
110,3,view,2025-06-09
1,3,quiz_attempt,2025-06-14
85,1,download,2025-06-11
33,1,forum_post,2025-06-02
15,7,login,2025-06-11
47,7,quiz_attempt,2025-06-09
26,2,login,2025-06-07
19,10,download,2025-06-08
118,9,video_watch,2025-06-17
20,2,quiz_attempt,2025-06-02
45,8,download,2025-06-14
99,8,login,2025-06-14
8,1,quiz_attempt,2025-06-18
109,2,view,2025-06-25
64,3,quiz_attempt,2025-06-19
68,8,login,2025-06-28
65,4,video_watch,2025-06-05
11,9,view,2025-06-26
105,9,submission,2025-06-30
64,8,login,2025-06-01
113,10,quiz_attempt,2025-06-21
85,1,login,2025-06-30
35,5,download,2025-06-09
26,6,video_watch,2025-06-21
79,10,video_watch,2025-06-17
110,1,view,2025-06-24
77,10,login,2025-06-10
1,7,forum_post,2025-06-04
6,9,quiz_attempt,2025-06-29
62,4,download,2025-06-17
45,6,forum_post,2025-06-09
25,5,view,2025-06-22
56,6,view,2025-06-15
101,6,login,2025-06-30
6,1,download,2025-06-16
5,1,forum_post,2025-06-06
68,9,forum_post,2025-06-23
46,7,download,2025-06-03
114,9,login,2025-06-29
84,2,quiz_attempt,2025-06-27
26,10,quiz_attempt,2025-06-13
90,1,login,2025-06-15
11,4,submission,2025-06-01
57,1,video_watch,2025-06-09
78,4,login,2025-06-27
76,5,video_watch,2025-06-23
57,4,submission,2025-06-12
111,5,submission,2025-06-29
36,4,login,2025-06-07
93,2,video_watch,2025-06-09
112,9,submission,2025-06-06
89,4,forum_post,2025-06-24
112,10,download,2025-06-06
99,10,view,2025-06-24
99,3,quiz_attempt,2025-06-30
112,4,download,2025-06-24
4,4,video_watch,2025-06-22
72,9,download,2025-06-09
64,8,login,2025-06-14
29,6,submission,2025-06-28
68,5,login,2025-06-22
87,8,submission,2025-06-12
87,1,forum_post,2025-06-08
29,5,submission,2025-06-18
25,6,login,2025-06-13
14,6,login,2025-06-29
54,1,forum_post,2025-06-08
95,2,view,2025-06-07
85,6,quiz_attempt,2025-06-03
