student_id,course_id,grade
37,4,66
37,8,86
37,10,84
37,7,74
37,1,76
85,4,94
85,7,66
85,10,83
85,5,71
85,3,71
85,6,91
85,2,87
35,4,87
35,6,94
35,9,75
35,10,85
9,7,70
9,5,79
9,3,73
9,8,76
9,4,83
22,8,62
22,10,100
22,2,59
22,7,56
78,1,92
78,10,86
78,7,84
78,2,84
78,6,74
78,3,61
47,1,76
47,9,64
47,7,89
118,1,72
118,9,62
118,7,70
118,8,81
118,2,66
90,5,62
90,7,78
90,2,78
90,3,67
50,1,67
50,2,78
50,7,53
108,2,53
108,8,64
94,9,71
52,5,79
52,1,97
52,6,87
52,10,72
38,2,74
38,9,59
38,10,74
38,4,70
48,7,79
23,7,62
23,6,82
23,1,97
23,9,73
23,3,81
23,4,85
81,4,68
81,9,78
81,3,75
81,8,76
36,1,63
36,5,75
36,8,82
64,7,96
64,8,89
64,10,100
64,1,63
100,1,88
100,5,77
100,10,100
45,3,62
45,7,62
45,10,66
45,2,43
45,8,67
45,6,63
45,5,77
113,8,80
113,4,100
113,10,89
88,6,66
88,8,61
88,4,82
88,9,55
28,5,100
28,4,92
28,9,67
66,1,49
66,2,95
66,7,73
77,5,93
77,6,51
77,10,66
8,7,75
8,9,75
8,1,68
8,10,84
8,3,58
8,5,72
8,8,76
55,7,82
55,6,85
55,10,58
55,1,51
55,8,94
55,9,79
55,5,63
60,6,98
60,4,76
60,8,92
60,10,76
106,8,100
106,6,100
106,10,71
106,1,89
106,4,84
106,9,95
65,4,60
65,9,85
65,3,90
65,5,48
65,2,57
65,8,44
65,10,70
65,6,85
95,1,97
95,6,76
95,9,99
95,3,54
24,2,49
24,5,74
24,8,80
24,9,74
24,3,43
87,5,73
87,2,55
87,3,85
87,8,80
87,1,60
87,9,67
87,7,59
87,6,74
30,9,89
30,8,60
30,2,82
30,5,67
30,7,63
15,8,73
15,7,59
15,4,66
15,6,57
15,9,100
15,5,75
15,1,64
82,9,78
82,2,73
82,5,71
82,3,84
44,1,86
44,3,67
101,7,66
101,3,70
101,5,40
101,2,52
101,9,95
20,9,99
20,8,71
20,4,83
105,7,79
105,8,100
105,5,91
105,6,73
105,9,60
105,2,50
19,2,78
19,3,63
76,10,53
76,4,65
56,2,58
56,10,100
12,2,88
12,6,74
12,5,97
12,1,76
12,3,62
109,7,97
109,2,83
109,9,59
109,1,72
5,1,61
5,10,54
5,6,88
5,7,100
5,4,54
93,5,83
93,3,65
93,7,67
93,8,66
93,2,62
33,8,75
33,4,62
33,9,79
58,2,74
58,10,71
58,3,61
58,7,66
72,4,86
72,5,82
72,2,60
43,1,76
43,5,86
43,7,49
43,6,83
43,2,65
43,3,83
11,1,63
75,7,47
75,6,50
75,3,75
75,1,78
75,5,61
68,9,84
68,7,50
68,4,74
68,1,56
68,2,65
21,5,75
21,7,62
21,6,69
21,10,90
21,1,66
21,8,87
21,9,58
18,1,82
18,8,96
18,9,37
26,2,63
26,1,83
26,3,71
7,8,80
7,9,65
7,1,76
7,4,72
96,9,92
96,10,78
96,8,80
96,6,68
96,5,67
29,6,68
29,7,80
29,10,68
110,7,79
110,5,100
110,10,88
110,8,70
110,6,93
16,3,68
16,5,44
61,3,59
61,1,46
112,1,69
112,7,75
112,5,100
112,10,79
84,2,71
84,1,87
84,9,41
84,4,78
84,3,86
84,7,52
103,4,92
103,9,80
103,7,68
79,8,84
79,4,100
79,1,77
79,2,78
46,7,68
46,2,62
46,10,87
3,10,62
3,1,76
3,7,67
3,3,82
4,5,80
4,3,90
4,1,67
4,4,70
116,1,60
116,4,68
99,2,80
99,1,86
99,8,61
99,6,88
62,7,95
62,8,81
62,1,100
62,6,63
62,10,56
62,2,48
62,5,97
