student_id,course_id,grade
9,1,75
9,2,60
9,3,94
9,10,84
9,6,66
9,7,90
84,10,67
84,2,63
84,1,63
106,1,48
106,3,82
106,10,47
106,4,56
106,6,43
114,9,73
114,5,72
114,10,70
114,3,59
114,2,57
22,6,81
22,9,66
22,2,79
22,3,61
22,10,77
100,10,94
100,8,83
100,3,68
100,6,78
100,4,71
32,8,75
32,9,70
32,3,72
32,2,78
14,1,60
14,2,59
14,6,54
14,9,50
14,8,56
68,2,77
68,6,61
68,7,82
68,1,75
68,3,45
68,5,84
11,5,87
11,8,60
11,10,81
11,1,62
11,6,76
47,8,56
47,6,48
47,10,69
47,4,73
61,9,69
61,7,57
61,10,69
61,6,79
61,4,74
61,2,77
12,5,64
12,4,92
12,6,57
98,2,82
98,3,92
98,9,82
90,3,71
90,8,67
54,1,90
40,3,53
40,5,60
40,2,69
40,4,93
40,6,80
111,1,60
111,3,70
111,4,65
44,4,64
44,9,89
65,4,54
65,5,99
65,8,87
65,6,91
76,8,68
76,9,72
76,1,53
76,3,67
76,5,82
76,4,94
103,2,58
103,1,69
103,6,72
103,10,54
64,8,83
64,9,64
64,4,72
21,1,68
21,7,63
21,9,74
21,3,71
21,6,69
21,4,64
21,10,79
21,2,99
96,3,77
96,2,89
96,6,54
29,1,77
29,7,58
29,8,52
29,9,63
101,3,92
101,1,89
101,2,78
52,7,52
52,2,72
52,5,79
52,8,77
52,4,47
60,5,61
1,7,74
1,6,83
1,9,42
1,8,72
57,4,77
57,5,87
57,7,85
57,1,83
37,2,63
37,10,46
37,6,69
37,5,90
37,3,95
37,7,85
3,3,81
3,9,80
113,8,66
113,10,73
113,1,100
113,5,60
113,6,99
58,6,70
58,9,94
58,5,53
30,4,83
30,5,63
6,9,53
6,5,78
6,7,90
6,6,62
6,3,52
6,4,73
75,10,73
75,3,83
95,1,89
95,3,74
95,7,100
95,10,78
95,4,69
95,6,50
24,9,71
24,7,69
24,3,89
77,8,81
77,7,57
77,5,77
77,9,85
93,3,97
93,5,88
93,1,86
93,4,75
87,10,80
87,1,93
85,8,55
85,1,69
45,5,63
45,3,80
45,2,93
45,9,66
45,4,39
45,1,68
36,5,88
36,2,83
36,4,81
36,3,70
36,6,55
81,8,82
81,3,62
81,5,100
81,9,83
81,2,66
81,7,65
18,7,73
18,8,71
18,5,91
18,9,77
18,1,64
74,6,100
74,1,75
43,10,86
43,5,65
43,2,80
43,6,79
43,1,46
43,8,100
110,3,94
110,1,69
110,4,58
110,9,80
110,5,76
5,2,80
5,5,77
5,1,82
5,8,96
5,3,83
26,6,59
26,9,95
26,7,99
26,10,100
26,3,58
26,1,78
55,9,43
55,7,83
55,2,66
56,4,100
56,10,63
56,2,49
20,8,67
20,9,45
20,3,86
4,6,44
4,5,75
4,7,43
4,9,70
4,8,99
116,4,80
116,8,62
116,1,74
116,9,75
116,6,82
48,9,54
48,8,83
48,1,34
48,6,65
48,5,67
50,8,84
50,7,75
50,3,53
50,9,60
50,2,77
50,1,73
50,6,66
35,1,67
35,5,85
35,3,67
35,8,73
35,6,100
35,4,53
91,1,47
91,8,86
91,7,64
91,10,70
94,1,63
94,6,71
94,8,98
94,7,87
49,8,87
66,2,53
66,1,57
79,9,32
79,3,62
79,7,89
79,8,82
79,2,71
79,6,74
89,4,64
89,6,78
89,1,86
62,9,50
62,4,79
62,10,88
62,3,68
62,7,85
25,2,100
25,6,73
25,3,80
42,6,63
42,3,77
42,2,81
63,4,77
63,9,59
63,5,78
63,3,96
63,7,81
63,1,89
63,2,71
105,2,86
105,3,79
105,4,60
105,10,79
105,8,60
82,8,65
82,10,77
82,5,79
82,1,57
82,2,90
82,7,83
88,10,64
88,5,51
88,1,72
88,7,68
88,2,76
70,8,69
70,7,44
70,9,69
70,5,70
108,3,84
108,8,64
108,4,100
108,1,46
108,9,94
108,2,71
112,4,87
112,5,76
112,1,92
23,9,69
23,8,58
23,6,96
23,1,73
23,2,78
53,5,93
53,9,59
53,1,83
53,4,66
53,3,73
53,8,76
99,7,52
99,10,63
99,6,95
99,3,88
99,1,74
99,8,78
8,4,70
8,8,95
8,9,71
8,3,78
8,1,92
